epoch,lr,train_loss,val_loss,f_score
1,0.0009997535269026829,1.3493423417762473,1.2622981786727905,0.14704942486101846
2,0.0009990143508499217,0.9292314648628235,0.8526153445243836,0.19083899791205033
3,0.0009977832013192385,0.797722789976332,0.7702263116836547,0.2551122610795087
4,0.0009960612933065818,0.7199231253729926,0.6944932341575623,0.310580789687109
5,0.0009938503261272714,0.6591183609432645,0.6603209257125855,0.35718429515175765
6,0.00099115248173898,0.603381492473461,0.5873241782188415,0.41110357432453115
7,0.0009879704225884043,0.5606813121725012,0.566190505027771,0.4591175167222146
8,0.0009843072889837512,0.5209137477256633,0.5418927431106567,0.4903754316144765
9,0.000980166695995633,0.5013352820166835,0.538002747297287,0.4739139759985972
10,0.0009755527298894294,0.4905835710189961,0.52792888879776,0.49382790392943643
11,0.0009704699440926358,0.45922268982286807,0.46805550456047057,0.5168717798552738
12,0.0009649233547011817,0.4338485499223073,0.4555449366569519,0.5566451720667713
13,0.0009589184355291487,0.4243377579583062,0.44602651596069337,0.5619818094017432
14,0.000952461112706777,0.4037601175131621,0.4303493142127991,0.579025370846236
15,0.00094555775883209,0.38733188642395866,0.41287307143211366,0.634329552598504
16,0.0009382151866819101,0.3834087440261134,0.42191516757011416,0.6070873460782451
17,0.0009304406424884702,0.3810928265253703,0.4254832208156586,0.5741994639422285
18,0.000922241798788257,0.36784688962830436,0.41777191758155824,0.5664608682063127
19,0.0009136267468501441,0.3513450942657612,0.3815984845161438,0.6381476020786568
20,0.0009046039886902867,0.3419960152219843,0.38976497054100034,0.6256219516400372
21,0.0008951824286816577,0.341561825187118,0.37700392603874205,0.643341732418545
22,0.0008853713647665071,0.3353070208319911,0.3804251790046692,0.6200880253703286
23,0.0008751804792804149,0.3331619832250807,0.38049805760383604,0.6016865604618766
24,0.0008646198293969954,0.3261609121605202,0.37019944190979004,0.631053637304106
25,0.0008536998372026807,0.3166765438185798,0.38452606797218325,0.6052812580306159
26,0.0008424312794113804,0.31014160646332634,0.40314399003982543,0.6109817747775819
27,0.0008308252767291644,0.3095944479659752,0.4147880792617798,0.6143634606271029
28,0.0008188932828794708,0.30870622727606034,0.365378338098526,0.6347615852232051
29,0.0008066470732996621,0.30227280656496686,0.36620492935180665,0.6455963839235963
30,0.0007940987335200907,0.299962372691543,0.3639207184314728,0.6223830073943742
31,0.0007812606472371396,0.2942077914873759,0.37415140867233276,0.6240984360263649
32,0.0007681454840920091,0.2872306461687441,0.36905903220176695,0.6210872124750415
33,0.0007547661871673109,0.28431962375287656,0.3769788444042206,0.6022579670787588
34,0.0007411359602138072,0.2865997663250676,0.3357635498046875,0.6799883858391828
35,0.000727268254619904,0.27334686120351154,0.3443453133106232,0.6631779991523237
36,0.0007131767561367542,0.26999250716633266,0.35750849843025206,0.6321762630811921
37,0.0006988753713720732,0.2674286166826884,0.34201825261116026,0.6727604786139985
38,0.000684378214065997,0.26309249136183,0.35903250575065615,0.6459516398956566
39,0.0006696995911625234,0.25801029139094883,0.36308094263076784,0.633781145972086
40,0.0006548539886902865,0.25998875885098066,0.3631509840488434,0.636619151694188
41,0.0006398560574665953,0.26028435042610876,0.3610700905323029,0.628886482740347
42,0.0006247205986388451,0.2562579705759331,0.3666542410850525,0.6327975769486658
