epoch,lr,train_loss,val_loss,f_score
1,0.0009997535269026829,0.8803150212323224,0.8884251236915588,0.36619421490511744
2,0.0009990143508499217,0.7228780300528915,0.679155957698822,0.5181472387425936
3,0.0009977832013192385,0.5820259164880823,0.549268114566803,0.5813357851571147
4,0.0009960612933065818,0.4709548674247883,0.44500023126602173,0.6136724899951076
5,0.0009938503261272714,0.4240502681997087,0.41306432485580447,0.6302490692047764
6,0.00099115248173898,0.39448236646475615,0.3926351010799408,0.6633289418681155
7,0.0009879704225884043,0.37514530177469607,0.39009523391723633,0.6572710605697033
8,0.0009843072889837512,0.35581276262248,0.3601669430732727,0.6811471223324297
9,0.000980166695995633,0.33641938478858385,0.34419000148773193,0.7012952109338454
10,0.0009755527298894294,0.32694194824607287,0.3518746793270111,0.6963601094471772
11,0.0009704699440926358,0.31856787425500377,0.3462385594844818,0.6979163087801986
12,0.0009649233547011817,0.30998138476301124,0.31922476291656493,0.7273594078281899
13,0.0009589184355291487,0.2910066368403258,0.32867618203163146,0.7142054313446741
14,0.000952461112706777,0.2953198154767354,0.30565208196640015,0.7331047908838756
15,0.00094555775883209,0.2849112263432256,0.3149764180183411,0.7307248642215582
16,0.0009382151866819101,0.2807750685347451,0.30871679186820983,0.7325894657935632
17,0.0009304406424884702,0.27350640628072953,0.3073275923728943,0.7304044844907742
18,0.000922241798788257,0.2722542534271876,0.3007683515548706,0.7377530472714178
19,0.0009136267468501441,0.2705889940261841,0.30716897249221803,0.733971677861655
20,0.0009046039886902867,0.2624234093560113,0.2960608899593353,0.7371097893272881
21,0.0008951824286816577,0.25700462140418867,0.2966859042644501,0.7317179952221304
22,0.0008853713647665071,0.25064754210136553,0.3019717514514923,0.7375069856323141
23,0.0008751804792804149,0.25341455417650716,0.2995464324951172,0.7365855302066495
24,0.0008646198293969954,0.24059535011097236,0.305530321598053,0.7302697727694706
25,0.0008536998372026807,0.24048543804221684,0.28565898537635803,0.7484278823048292
26,0.0008424312794113804,0.24633120883394172,0.2945611000061035,0.7408075218184622
27,0.0008308252767291644,0.2357104922886248,0.2844663441181183,0.7524479875508149
28,0.0008188932828794708,0.22904142406251696,0.28586127758026125,0.7508747585220041
29,0.0008066470732996621,0.22270081440607706,0.2892407298088074,0.7531880526139756
30,0.0007940987335200907,0.2296504411432478,0.2867637395858765,0.7485226464491889
31,0.0007812606472371396,0.2317804495493571,0.29168154001235963,0.7422051530143069
32,0.0007681454840920091,0.21891502373748356,0.2831040441989899,0.7549899981851189
33,0.0007547661871673109,0.22426894141568077,0.2848187267780304,0.7493620536488343
34,0.0007411359602138072,0.21582335509635783,0.3000607430934906,0.7357009969098641
35,0.000727268254619904,0.21601986167607484,0.2904499351978302,0.7511274756349261
36,0.0007131767561367542,0.21068328508624323,0.28221065998077394,0.7510979085938745
37,0.0006988753713720732,0.20877443916267818,0.2843432784080505,0.7522306687793195
38,0.000684378214065997,0.21223132422676794,0.2794547438621521,0.7525126915801634
39,0.0006696995911625234,0.20270630882845986,0.2829852521419525,0.7486810194282859
40,0.0006548539886902865,0.20854212509261238,0.294697517156601,0.7396450768813727
41,0.0006398560574665953,0.20449693721753578,0.2861689031124115,0.7463327260632134
42,0.0006247205986388451,0.20453477678475557,0.3192476093769073,0.714527818876999
