epoch,lr,train_loss,val_loss,f_score
1,0.0009997535269026829,1.1512171648166798,1.2129626512527465,0.11999998466550899
2,0.0009990143508499217,0.8713435707268892,0.8347604274749756,0.224687515274408
3,0.0009977832013192385,0.7683592350394638,0.751253879070282,0.24569249852254724
4,0.0009960612933065818,0.7185656582867658,0.6905903100967408,0.3024336444282872
5,0.0009938503261272714,0.6613541576597426,0.644465172290802,0.36764043004377106
6,0.00099115248173898,0.6043996612230936,0.593823254108429,0.411001141010152
7,0.0009879704225884043,0.5497872398959266,0.5421398282051086,0.47135200658664206
8,0.0009843072889837512,0.5083147982756296,0.5154617309570313,0.48370564841361907
9,0.000980166695995633,0.4790772298971812,0.4881036043167114,0.5233892671912442
10,0.0009755527298894294,0.4560948709646861,0.48076984882354734,0.5281400280852697
11,0.0009704699440926358,0.4427258019094114,0.4494994282722473,0.5747780225254654
12,0.0009649233547011817,0.42811488332571807,0.45403870940208435,0.5614890695404466
13,0.0009589184355291487,0.41264344034371553,0.4389935195446014,0.5925953214685643
14,0.000952461112706777,0.40991615034915785,0.42128944396972656,0.6226948453344239
15,0.00094555775883209,0.395375234109384,0.40553600788116456,0.6312662763465545
16,0.0009382151866819101,0.3859085970454746,0.39915875196456907,0.6455259801034093
17,0.0009304406424884702,0.38171410781365855,0.4212071716785431,0.5963084001466232
18,0.000922241798788257,0.37132253911760116,0.4012288272380829,0.6307286272707466
19,0.0009136267468501441,0.3695513462578809,0.3763200879096985,0.669381440372415
20,0.0009046039886902867,0.3598341367862843,0.4076556324958801,0.5993464958896887
21,0.0008951824286816577,0.35058182919466935,0.3490581214427948,0.6869036698618819
22,0.0008853713647665071,0.347507506608963,0.3637247204780579,0.6617333046466091
23,0.0008751804792804149,0.3399751705152017,0.39753437638282774,0.6115387632690324
24,0.0008646198293969954,0.33707459546901564,0.33467264771461486,0.7022866198657503
25,0.0008536998372026807,0.32866797623810945,0.3815337777137756,0.6295669939059839
26,0.0008424312794113804,0.32338404655456543,0.40021950006484985,0.6048589325135891
27,0.0008308252767291644,0.3253534745287012,0.34430656433105467,0.6879096511392658
28,0.0008188932828794708,0.31766821168087145,0.39295456409454343,0.6199275943202377
29,0.0008066470732996621,0.322350498702791,0.3879788458347321,0.6200244043021366
30,0.0007940987335200907,0.3080562275868875,0.37851872444152834,0.6327137231033971
31,0.0007812606472371396,0.3055077846403475,0.38806393146514895,0.6217998115962966
32,0.0007681454840920091,0.2976866662502289,0.37742611169815066,0.6433081416603604
